wdNumber,docNumber,lease,category,amount,periodStart,periodEnd,submittedDate,unit,comment,company,supplier,arrangement,invoicing
SINV-348334,64902,1005-066,Rental,"$10,539.30",2025-10-01,2025-10-31,2025-09-18,2023974,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348334,64902,1005-066,Rental,"$10,539.30",2025-10-01,2025-10-31,2025-09-18,2023985,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348334,64902,1005-066,Rental,"$10,539.30",2025-10-01,2025-10-31,2025-09-18,2023986,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348068,64548,1005-076,Rental,$800.88,2025-10-01,2025-10-31,2025-09-17,2024148,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348688,65212,1005-073,Rental,"$2,407.95",2025-10-01,2025-10-31,2025-09-19,2024159,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349008,64879,1005-042,Property Tax,"$3,745.67",2025-09-11,2025-09-11,2025-09-22,20997,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348688,65212,1005-073,Rental,"$2,407.95",2025-10-01,2025-10-31,2025-09-19,2024160,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348688,65212,1005-073,Rental,"$2,407.95",2025-10-01,2025-10-31,2025-09-19,2024161,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349378,C011897257,98941403,Rental,"$1,073.63",2025-09-02,2025-09-09,2025-09-23,256717,,AGI Post Inc,Penske Truck Leasing AGI Post-0779-10,Regular,Net-30
SINV-349476,C011985481,98941403,Rental,$893.00,2025-09-09,2025-09-16,2025-09-23,256717,,AGI Post Inc,Penske Truck Leasing AGI Post-0779-10,Regular,Net-30
SINV-350201,C012068785,98941403,Rental,$893.00,2025-09-16,2025-09-23,2025-09-26,256717,,AGI Post Inc,Penske Truck Leasing AGI Post-0779-10,Regular,Net-30
SINV-348997,64936,1016-027,Property Tax,$578.32,2025-10-01,2025-10-31,2025-09-22,262238,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348429,65008,1005-077,Rental,"$6,758.00",2025-10-01,2025-10-31,2025-09-18,2024162,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348429,65008,1005-077,Rental,"$6,758.00",2025-10-01,2025-10-31,2025-09-18,2024163,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349049,64729,1016-031,Property Tax,$578.31,2025-09-11,2025-09-11,2025-09-22,269224,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348429,65008,1005-077,Rental,"$6,758.00",2025-10-01,2025-10-31,2025-09-18,2024164,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348429,65008,1005-077,Rental,"$6,758.00",2025-10-01,2025-10-31,2025-09-18,2024165,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348429,65008,1005-077,Rental,"$6,758.00",2025-10-01,2025-10-31,2025-09-18,2024166,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-347015,64468,1016-036,Rental,"($3,358.38)",2025-09-01,2025-09-30,2025-09-12,279186,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-347015,64468,1016-036,Rental,"($3,358.38)",2025-09-01,2025-09-30,2025-09-12,279187,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-347015,64468,1016-036,Rental,"($3,358.38)",2025-09-01,2025-09-30,2025-09-12,279188,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-347015,64468,1016-036,Rental,"($3,358.38)",2025-09-01,2025-09-30,2025-09-12,280551,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-349402,C011909608,10002787,Rental,$910.43,2025-09-03,2025-09-10,2025-09-23,282332,,AGI Post Inc,Penske Truck Leasing AGI Post-0779-10,Regular,Net-30
SINV-349492,C012000756,10002787,Rental,$912.63,2025-09-10,2025-09-17,2025-09-23,282332,,AGI Post Inc,Penske Truck Leasing AGI Post-0779-10,Regular,Net-30
SINV-351979,C012084517,10002787,Rental,$914.56,2025-09-17,2025-09-24,2025-10-03,282332,,AGI Post Inc,Penske Truck Leasing AGI Post-0779-10,Regular,Net-30
SINV-349040,64764,1005-035,Property Tax,$624.18,2025-09-11,2025-09-11,2025-09-22,3028,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348429,65008,1005-077,Rental,"$6,758.00",2025-10-01,2025-10-31,2025-09-18,2024168,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349370,C011874460,303351,Rental,"$1,054.94",2025-09-01,2025-09-08,2025-09-23,303351,,,,,
SINV-349416,C011874460,303351,Rental,"$1,054.94",2025-09-08,2025-09-15,2025-09-23,303351,,,,,
SINV-349447,C012038427,303351,Rental,($978.12),2025-09-15,2025-09-16,2025-09-23,303351,,,,,
SINV-347463,64478,1016-036,Credit,"($5,241.68)",2025-09-01,2025-09-30,2025-09-15,317PS22038,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-347015,64468,1016-036,Rental,"($3,358.38)",2025-09-01,2025-09-30,2025-09-12,317PS22038,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-349503,C011968487,11968487,Rental,$956.51,2025-09-09,2025-09-16,2025-09-23,384058,,AGI Post Inc,Penske Truck Leasing AGI Post-0779-10,Regular,Net-30
SINV-350208,C012058667,11968487,Rental,$959.96,2025-09-16,2025-09-23,2025-09-26,384058,,AGI Post Inc,Penske Truck Leasing AGI Post-0779-10,Regular,Net-30
SINV-348429,65008,1005-077,Rental,"$6,758.00",2025-10-01,2025-10-31,2025-09-18,2024169,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348429,65008,1005-077,Rental,"$6,758.00",2025-10-01,2025-10-31,2025-09-18,2024175,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349471,C011969211,419405,Rental,$876.20,2025-09-07,2025-09-14,2025-09-23,419405,,,,,
SINV-350214,C012068786,419405,Rental,$873.08,2025-09-14,2025-09-21,2025-09-26,419405,,,,,
SINV-348072,64569,1005-042,Rental,"$5,993.80",2025-10-01,2025-10-31,2025-09-17,20997,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348307,64841,1016-029,Rental,"$4,118.79",2025-10-01,2025-10-31,2025-09-18,217PS21795,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-351141,31586059,488432,Rental,"$13,695.00",2025-09-25,2025-09-25,2025-09-30,488432,,AGI Post Inc,Penske Truck Leasing AGI Post-0779-10,Regular,Net-30
SINV-348073,64584,1016-027,Rental,$739.82,2025-10-01,2025-10-31,2025-09-17,262238,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349065,64663,1005-027,Property Tax,$209.28,2025-10-01,2025-10-31,2025-09-22,5986,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348073,64584,1016-027,Rental,$739.82,2025-10-01,2025-10-31,2025-09-17,269216,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348985,64987,1016-039,Property Tax,$453.72,2025-09-11,2025-09-11,2025-09-22,5B196,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348182,64703,1016-031,Rental,"$1,583.30",2025-10-01,2025-10-31,2025-09-18,269224,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348182,64703,1016-031,Rental,"$1,583.30",2025-10-01,2025-10-31,2025-09-18,277881,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349088,64632,1016-050,Property Tax,$551.08,2025-09-11,2025-09-11,2025-09-22,5B232,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348182,64703,1016-031,Rental,"$1,583.30",2025-10-01,2025-10-31,2025-09-18,277882,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348889,65173,1005-028,Property Tax,"$1,193.61",2025-10-01,2025-10-31,2025-09-20,6001154,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348419,64982,1005-035,Rental,"$1,764.22",2025-10-01,2025-10-31,2025-09-18,3028,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,4121,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348204,64750,1016-037,Rental,"$12,530.79",2025-10-01,2025-10-31,2025-09-18,417PS22207,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348604,65094,1005-040,Rental,$779.00,2025-10-01,2025-10-31,2025-09-19,4501290,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348637,65162,1005-070,Rental,"$1,863.04",2025-10-01,2025-10-31,2025-09-19,4757,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348370,64961,1005-01-006,Rental,"$3,370.41",2025-10-01,2025-10-31,2025-09-18,511,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348074,64585,1005-027,Rental,$226.66,2025-10-01,2025-10-31,2025-09-17,5986,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348241,64808,1016-039,Rental,"$2,080.56",2025-10-01,2025-10-31,2025-09-18,5B196,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348241,64808,1016-039,Rental,"$2,080.56",2025-10-01,2025-10-31,2025-09-18,5B197,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348416,64977,1016-050,Rental,"$1,080.52",2025-10-01,2025-10-31,2025-09-18,5B232,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348987,64969,1005-032,Property Tax,$232.96,2025-09-11,2025-09-11,2025-09-22,6511032,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348448,65030,1005-041,Rental,"$3,411.12",2025-10-01,2025-10-31,2025-09-18,6304,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-347300,64465,1005-049,Credit,($712.31),2025-09-01,2025-09-30,2025-09-14,6511302,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-347294,64442,1005-049,Sundry,$166.20,2025-08-25,2025-08-25,2025-09-14,6511303,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-347300,64465,1005-049,Credit,($712.31),2025-09-01,2025-09-30,2025-09-14,6511303,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348448,65030,1005-041,Rental,"$3,411.12",2025-10-01,2025-10-31,2025-09-18,6386,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-347015,64468,1016-036,Rental,"($3,358.38)",2025-09-01,2025-09-30,2025-09-12,6511524,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-347015,64468,1016-036,Rental,"($3,358.38)",2025-09-01,2025-09-30,2025-09-12,6511528,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-348180,64696,1005-068,Rental,"$3,724.07",2025-10-01,2025-10-31,2025-09-18,64983,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348328,64889,1016-003,Rental,$909.09,2025-10-01,2025-10-31,2025-09-18,6510427,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348613,65141,1016-060,Rental,"$7,027.78",2025-10-01,2025-10-31,2025-09-19,6510476,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348011,64502,1005-01-007,Rental,"$4,408.40",2025-10-01,2025-10-31,2025-09-17,6510477,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348011,64502,1005-01-007,Rental,"$4,408.40",2025-10-01,2025-10-31,2025-09-17,6510478,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348370,64961,1005-01-006,Rental,"$3,370.41",2025-10-01,2025-10-31,2025-09-18,6510480,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348370,64961,1005-01-006,Rental,"$3,370.41",2025-10-01,2025-10-31,2025-09-18,6510481,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348237,64790,1016-024,Rental,"$7,585.71",2025-10-01,2025-10-31,2025-09-18,6510938,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348651,65186,1005-032,Rental,$498.27,2025-10-01,2025-10-31,2025-09-19,6511032,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348614,65146,1005-049,Rental,"$3,697.50",2025-10-01,2025-10-31,2025-09-19,6511303,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348071,64565,1016-057,Rental,"$26,742.47",2025-10-01,2025-10-31,2025-09-17,6512949,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348462,65067,1005-078,Rental,"$10,734.32",2025-10-01,2025-10-31,2025-09-18,6513318,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348462,65067,1005-078,Rental,"$10,734.32",2025-10-01,2025-10-31,2025-09-18,6513353,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349328,19528,8612,Rental,"$2,178.99",2025-09-01,2025-09-30,2025-09-23,8612,,AGI Ground Inc,"GSE Rentals, Inc.",Regular,Net-30
SINV-348462,65067,1005-078,Rental,"$10,734.32",2025-10-01,2025-10-31,2025-09-18,6513354,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348982,64989,1005-065,Property Tax,$823.44,2025-09-11,2025-09-11,2025-09-22,8700249,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348462,65067,1005-078,Rental,"$10,734.32",2025-10-01,2025-10-31,2025-09-18,6513389,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348462,65067,1005-078,Rental,"$10,734.32",2025-10-01,2025-10-31,2025-09-18,6513396,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348462,65067,1005-078,Rental,"$10,734.32",2025-10-01,2025-10-31,2025-09-18,6513397,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348462,65067,1005-078,Rental,"$10,734.32",2025-10-01,2025-10-31,2025-09-18,6513398,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348462,65067,1005-078,Rental,"$10,734.32",2025-10-01,2025-10-31,2025-09-18,6513400,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348206,64752,1005-071,Rental,"$3,616.76",2025-10-01,2025-10-31,2025-09-18,65672,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-351233,4004546797,50383859-10000356436,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FG80U-20025,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50344350-10000324653,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGC70U-11032,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-348312,64843,1005-064,Rental,"$4,160.17",2025-10-01,2025-10-31,2025-09-18,700472,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-359658,4004547313,50344843-10000325013,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGC70U-11099,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-348486,65073,1016-038,Rental,"$8,876.67",2025-10-01,2025-10-31,2025-09-18,7B232,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-351233,4004546797,50380499-10000353913,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-06470,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-351233,4004546797,50380499-10000353912,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-06471,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-351233,4004546797,50380499-10000353914,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-06473,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-351233,4004546797,50381732-10000354784,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-06475,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-351233,4004546797,50381732-10000354783,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-06476,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-351233,4004546797,50381732-10000354785,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-06477,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-351233,4004546797,50381732-10000354787,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-06478,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-351233,4004546797,50381732-10000354782,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-06479,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-351233,4004546797,50381732-10000354786,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-06603,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-351233,4004546797,50381732-10000354788,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-06605,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-351233,4004546797,50399459-10000367784,Rental,"$8,263.78",2025-09-01,2025-09-30,2025-09-30,8FGCU25-73402,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50340148-10000322315,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-96388,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50340148-10000322317,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-96416,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50340148-10000322319,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-96419,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50340148-10000322321,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-96474,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50340148-10000322313,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-96475,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50340148-10000322316,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-96498,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50340148-10000322314,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-96500,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50340148-10000322318,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-96545,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50340148-10000322320,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-96546,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50340148-10000322312,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-96604,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50344757-10000324953,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-98687,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50344757-10000324954,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-98689,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50344757-10000324952,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-98695,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50344757-10000324950,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-98698,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-359658,4004547313,50344757-10000324951,Rental,"$6,589.78",2025-09-01,2025-09-30,2025-09-23,8FGCU25-98711,,AGI Cargo LLC,Toyota Commercial Finance -TAS,Regular,Net-30
SINV-349328,19528,9495,Rental,"$2,178.99",2025-09-01,2025-09-30,2025-09-23,9495,,AGI Ground Inc,"GSE Rentals, Inc.",Regular,Net-30
SINV-348313,64859,1016-047,Rental,"$1,144.41",2025-10-01,2025-10-31,2025-09-18,7B254,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-349003,64896,1016-053,Property Tax,$989.05,2025-09-11,2025-09-11,2025-09-22,ARE060,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-348180,64696,1005-068,Rental,"$3,724.07",2025-10-01,2025-10-31,2025-09-18,8700248,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
